id_mutation,date_mutation,valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,latitude,longitude,prix_m2
DVF0005868,2024-12-13,513000,75010,Paris,Appartement,42,1,48.870752,2.361377,12214.0
DVF0005869,2024-01-14,900000,75010,Paris,Appartement,84,3,48.880263,2.361263,10714.0
DVF0005870,2024-06-18,469000,75010,Paris,Appartement,40,1,48.871443,2.368685,11725.0
DVF0005871,2024-11-19,915000,75010,Paris,Appartement,79,2,48.8813,2.359212,11582.0
DVF0005872,2024-01-07,1056000,75010,Paris,Appartement,109,3,48.870602,2.355603,9688.0
DVF0005873,2024-09-20,363000,75010,Paris,Appartement,33,1,48.874822,2.365524,11000.0
DVF0005874,2024-07-09,793000,75010,Paris,Appartement,59,2,48.877343,2.356108,13441.0
DVF0005875,2024-03-12,1224000,75010,Paris,Appartement,91,3,48.870503,2.362716,13451.0
DVF0005876,2024-04-07,1087000,75010,Paris,Appartement,84,3,48.872748,2.363419,12940.0
DVF0005877,2024-12-25,558000,75010,Paris,Appartement,44,1,48.875282,2.362141,12682.0
DVF0005878,2024-04-20,712000,75010,Paris,Appartement,61,2,48.877505,2.359746,11672.0
DVF0005879,2024-03-03,701000,75010,Paris,Appartement,66,2,48.872493,2.36357,10621.0
DVF0005880,2024-07-20,768000,75010,Paris,Appartement,70,2,48.872918,2.356095,10971.0
DVF0005881,2024-06-12,570000,75010,Paris,Maison,43,1,48.879272,2.358178,13256.0
DVF0005882,2024-04-20,710000,75010,Paris,Maison,66,2,48.87554,2.356344,10758.0
DVF0005883,2024-12-08,865000,75010,Paris,Appartement,85,3,48.871366,2.357986,10176.0
DVF0005884,2024-12-16,990000,75010,Paris,Appartement,83,2,48.879099,2.367102,11928.0
DVF0005885,2024-04-08,507000,75010,Paris,Appartement,53,1,48.874085,2.354872,9566.0
DVF0005886,2024-09-02,676000,75010,Paris,Appartement,62,2,48.881588,2.358967,10903.0
DVF0005887,2024-11-18,962000,75010,Paris,Appartement,99,3,48.871511,2.360007,9717.0
DVF0005888,2024-10-07,900000,75010,Paris,Appartement,71,2,48.880007,2.365188,12676.0
DVF0005889,2024-11-12,949000,75010,Paris,Appartement,93,3,48.880027,2.368024,10204.0
DVF0005890,2024-06-18,313000,75010,Paris,Appartement,32,1,48.871196,2.36417,9781.0
DVF0005891,2024-02-14,800000,75010,Paris,Appartement,64,2,48.881523,2.359926,12500.0
DVF0005892,2024-11-15,550000,75010,Paris,Appartement,42,1,48.878567,2.368535,13095.0
DVF0005893,2024-05-15,1159000,75010,Paris,Appartement,89,3,48.875322,2.359425,13022.0
DVF0005894,2024-07-07,1022000,75010,Paris,Appartement,82,2,48.878433,2.355956,12463.0
DVF0005895,2024-09-01,1007000,75010,Paris,Maison,78,2,48.879941,2.364364,12910.0
DVF0005896,2024-10-18,791000,75010,Paris,Appartement,67,2,48.878463,2.355754,11806.0
DVF0005897,2024-11-28,819000,75010,Paris,Appartement,64,2,48.876941,2.365915,12797.0
DVF0005898,2024-11-16,1335000,75010,Paris,Appartement,102,3,48.879105,2.360145,13088.0
DVF0005899,2024-07-05,365000,75010,Paris,Appartement,30,1,48.880872,2.356845,12167.0
DVF0005900,2024-07-27,654000,75010,Paris,Appartement,61,2,48.872677,2.358464,10721.0
DVF0005901,2024-02-07,1103000,75010,Paris,Maison,78,2,48.875814,2.360966,14141.0
DVF0005902,2024-10-19,403000,75010,Paris,Appartement,32,1,48.879169,2.357534,12594.0
DVF0005903,2024-11-28,406000,75010,Paris,Appartement,30,1,48.875951,2.361962,13533.0
DVF0005904,2024-10-17,243000,75010,Paris,Appartement,24,1,48.881599,2.359988,10125.0
DVF0005905,2024-08-26,722000,75010,Paris,Appartement,65,2,48.879185,2.365203,11108.0
DVF0005906,2024-07-20,576000,75010,Paris,Appartement,60,2,48.873597,2.368049,9600.0
DVF0005907,2024-10-13,436000,75010,Paris,Appartement,45,1,48.876962,2.355726,9689.0
DVF0005908,2024-10-22,769000,75010,Paris,Appartement,65,2,48.879123,2.354723,11831.0
DVF0005909,2024-09-13,1383000,75010,Paris,Maison,97,3,48.87875,2.362054,14258.0
DVF0005910,2024-12-06,644000,75010,Paris,Appartement,60,2,48.880569,2.357561,10733.0
DVF0005911,2024-01-17,982000,75010,Paris,Appartement,87,3,48.877402,2.368442,11287.0
DVF0005912,2024-04-26,626000,75010,Paris,Appartement,49,1,48.879592,2.356581,12776.0
DVF0005913,2024-12-23,605000,75010,Paris,Appartement,46,1,48.875532,2.361641,13152.0
DVF0005914,2024-02-23,1017000,75010,Paris,Appartement,97,3,48.876648,2.364275,10485.0
DVF0005915,2024-05-23,760000,75010,Paris,Appartement,65,2,48.872488,2.365496,11692.0
DVF0005916,2024-07-17,1444000,75010,Paris,Maison,118,4,48.878192,2.35836,12237.0
DVF0005917,2024-02-26,855000,75010,Paris,Appartement,63,2,48.875907,2.365156,13571.0
DVF0005918,2024-12-08,815000,75010,Paris,Appartement,65,2,48.870858,2.356933,12538.0
DVF0005919,2024-01-07,856000,75010,Paris,Appartement,79,2,48.870287,2.364305,10835.0
DVF0005920,2024-01-10,621000,75010,Paris,Appartement,62,2,48.871733,2.358123,10016.0
DVF0005921,2024-02-18,830000,75010,Paris,Appartement,70,2,48.87341,2.366067,11857.0
DVF0005922,2024-07-12,276000,75010,Paris,Appartement,26,1,48.871163,2.361049,10615.0
DVF0005923,2024-01-19,739000,75010,Paris,Appartement,62,2,48.873729,2.356056,11919.0
DVF0005924,2024-03-25,763000,75010,Paris,Appartement,62,2,48.873486,2.357857,12306.0
DVF0005925,2024-01-03,532000,75010,Paris,Appartement,45,1,48.872184,2.360983,11822.0
DVF0005926,2024-09-28,983000,75010,Paris,Appartement,80,2,48.870692,2.363055,12288.0
DVF0005927,2024-02-28,776000,75010,Paris,Appartement,64,2,48.878054,2.366123,12125.0
DVF0005928,2024-03-02,984000,75010,Paris,Appartement,74,2,48.877193,2.358653,13297.0
DVF0005929,2024-07-24,972000,75010,Paris,Appartement,82,2,48.87971,2.357566,11854.0
DVF0005930,2024-06-01,692000,75010,Paris,Appartement,51,1,48.870944,2.360331,13569.0
DVF0005931,2024-05-27,432000,75010,Paris,Appartement,44,1,48.879602,2.358509,9818.0
DVF0005932,2024-06-22,815000,75010,Paris,Maison,55,1,48.870495,2.364909,14818.0
DVF0005933,2024-10-13,463000,75010,Paris,Appartement,46,1,48.874918,2.355472,10065.0
DVF0005934,2024-03-10,1275000,75010,Paris,Appartement,98,3,48.881306,2.361389,13010.0
DVF0005935,2024-07-14,561000,75010,Paris,Appartement,46,1,48.873649,2.358011,12196.0
DVF0005936,2024-09-12,800000,75010,Paris,Appartement,65,2,48.875366,2.357509,12308.0
DVF0005937,2024-12-01,676000,75010,Paris,Appartement,58,2,48.869932,2.362437,11655.0
DVF0005938,2024-01-03,742000,75010,Paris,Appartement,64,2,48.87816,2.360727,11594.0
DVF0005939,2024-01-08,476000,75010,Paris,Appartement,43,1,48.876531,2.36546,11070.0
DVF0005940,2024-12-22,1127000,75010,Paris,Maison,91,3,48.878316,2.368008,12385.0
DVF0005941,2024-02-17,644000,75010,Paris,Appartement,63,2,48.870867,2.363738,10222.0
DVF0005942,2024-07-12,420000,75010,Paris,Appartement,44,1,48.870862,2.362012,9545.0
DVF0005943,2024-10-04,430000,75010,Paris,Maison,40,1,48.87982,2.365419,10750.0
DVF0005944,2024-10-06,410000,75010,Paris,Appartement,30,1,48.874279,2.36735,13667.0
DVF0005945,2024-02-13,976000,75010,Paris,Appartement,91,3,48.87737,2.363966,10725.0
DVF0005946,2024-04-24,816000,75010,Paris,Appartement,76,2,48.876849,2.360738,10737.0
DVF0005947,2024-11-16,1224000,75010,Paris,Appartement,103,3,48.879015,2.357005,11883.0
DVF0005948,2024-09-16,544000,75010,Paris,Appartement,40,1,48.870564,2.355118,13600.0
DVF0005949,2024-08-13,892000,75010,Paris,Appartement,85,3,48.878625,2.355937,10494.0
DVF0005950,2024-12-16,802000,75010,Paris,Appartement,64,2,48.87098,2.367396,12531.0
DVF0005951,2024-05-12,539000,75010,Paris,Maison,49,1,48.876566,2.359672,11000.0
DVF0005952,2024-01-14,286000,75010,Paris,Maison,21,1,48.878227,2.359601,13619.0
DVF0005953,2024-03-26,669000,75010,Paris,Appartement,50,1,48.874989,2.356646,13380.0
DVF0005954,2024-10-01,708000,75010,Paris,Appartement,73,2,48.876386,2.367866,9699.0
DVF0005955,2024-12-14,612000,75010,Paris,Appartement,61,2,48.87758,2.360887,10033.0
DVF0005956,2024-02-16,524000,75010,Paris,Appartement,46,1,48.870311,2.36069,11391.0
DVF0005957,2024-04-22,556000,75010,Paris,Appartement,51,1,48.877501,2.357335,10902.0
DVF0005958,2024-09-01,740000,75010,Paris,Appartement,54,1,48.88049,2.35955,13704.0
DVF0005959,2024-02-13,763000,75010,Paris,Maison,55,1,48.872568,2.368389,13873.0
DVF0005960,2024-03-18,971000,75010,Paris,Appartement,91,3,48.870963,2.357331,10670.0
DVF0005961,2024-10-21,1317000,75010,Paris,Appartement,104,3,48.880446,2.355068,12663.0
DVF0005962,2024-10-14,1377000,75010,Paris,Maison,104,3,48.877421,2.368358,13240.0
DVF0005963,2024-07-10,225000,75010,Paris,Appartement,23,1,48.874238,2.364792,9783.0
DVF0005964,2024-06-13,632000,75010,Paris,Appartement,55,1,48.871635,2.367285,11491.0
DVF0005965,2024-11-28,384000,75010,Paris,Appartement,31,1,48.881585,2.367897,12387.0
DVF0005966,2024-08-01,795000,75010,Paris,Appartement,78,2,48.880168,2.362805,10192.0
DVF0005967,2024-06-21,335000,75010,Paris,Appartement,33,1,48.873619,2.366358,10152.0
DVF0005968,2024-11-11,774000,75010,Paris,Appartement,76,2,48.871291,2.358146,10184.0
DVF0005969,2024-07-11,1337000,75010,Paris,Maison,101,3,48.879595,2.356349,13238.0
DVF0005970,2024-09-02,988000,75010,Paris,Appartement,83,2,48.878947,2.357299,11904.0
DVF0005971,2024-01-28,1168000,75010,Paris,Appartement,85,3,48.87993,2.357427,13741.0
DVF0005972,2024-11-18,592000,75010,Paris,Maison,55,1,48.8723,2.355443,10764.0
DVF0005973,2024-07-21,559000,75010,Paris,Appartement,56,2,48.875297,2.365784,9982.0
DVF0005974,2024-11-04,805000,75010,Paris,Appartement,82,2,48.878413,2.359297,9817.0
DVF0005975,2024-06-16,610000,75010,Paris,Appartement,63,2,48.873119,2.367458,9683.0
DVF0005976,2024-10-04,813000,75010,Paris,Appartement,62,2,48.880276,2.358161,13113.0
DVF0005977,2024-05-08,866000,75010,Paris,Appartement,73,2,48.870997,2.364386,11863.0
DVF0005978,2024-07-20,1162000,75010,Paris,Appartement,103,3,48.873374,2.367506,11282.0
DVF0005979,2024-04-06,733000,75010,Paris,Appartement,58,2,48.878192,2.357758,12638.0
DVF0005980,2024-11-28,730000,75010,Paris,Maison,67,2,48.877216,2.355804,10896.0
DVF0005981,2024-06-22,461000,75010,Paris,Appartement,41,1,48.879269,2.356229,11244.0
DVF0005982,2024-01-15,752000,75010,Paris,Maison,62,2,48.874366,2.363826,12129.0
DVF0005983,2024-12-18,1118000,75010,Paris,Appartement,98,3,48.87063,2.363563,11408.0
DVF0005984,2024-10-04,1108000,75010,Paris,Appartement,91,3,48.875249,2.354804,12176.0
DVF0005985,2024-04-15,964000,75010,Paris,Appartement,85,3,48.872604,2.363962,11341.0
DVF0005986,2024-02-17,387000,75010,Paris,Appartement,37,1,48.881544,2.357399,10459.0
DVF0005987,2024-02-26,1052000,75010,Paris,Appartement,91,3,48.874849,2.362562,11560.0
DVF0005988,2024-08-13,302000,75010,Paris,Appartement,22,1,48.880702,2.357088,13727.0
DVF0005989,2024-04-24,786000,75010,Paris,Appartement,68,2,48.873726,2.356395,11559.0
DVF0005990,2024-07-28,1416000,75010,Paris,Appartement,110,3,48.873264,2.367338,12873.0
DVF0005991,2024-09-18,889000,75010,Paris,Maison,62,2,48.873522,2.357166,14339.0
DVF0005992,2024-09-28,722000,75010,Paris,Appartement,75,2,48.877365,2.367132,9627.0
DVF0005993,2024-09-22,574000,75010,Paris,Appartement,57,2,48.873991,2.361799,10070.0
DVF0005994,2024-01-17,642000,75010,Paris,Maison,43,1,48.875954,2.355361,14930.0
DVF0005995,2024-10-02,1028000,75010,Paris,Appartement,88,3,48.878613,2.364094,11682.0
DVF0005996,2024-09-26,949000,75010,Paris,Appartement,92,3,48.871646,2.355618,10315.0
DVF0005997,2024-09-15,833000,75010,Paris,Appartement,62,2,48.87221,2.366017,13435.0
DVF0005998,2024-02-17,435000,75010,Paris,Appartement,42,1,48.870625,2.36102,10357.0
DVF0005999,2024-12-01,665000,75010,Paris,Appartement,64,2,48.873266,2.354795,10391.0
DVF0006000,2024-12-08,1222000,75010,Paris,Appartement,104,3,48.872926,2.356267,11750.0
DVF0006001,2024-03-24,732000,75010,Paris,Appartement,69,2,48.875327,2.362552,10609.0
DVF0006002,2024-04-24,1130000,75010,Paris,Maison,97,3,48.875301,2.356541,11649.0
DVF0006003,2024-09-04,997000,75010,Paris,Appartement,80,2,48.876299,2.359793,12462.0
DVF0006004,2024-09-18,1005000,75010,Paris,Maison,81,2,48.872589,2.367755,12407.0
DVF0006005,2024-11-08,810000,75010,Paris,Appartement,72,2,48.872532,2.359053,11250.0
DVF0006006,2024-01-05,1219000,75010,Paris,Maison,95,3,48.875731,2.359037,12832.0
DVF0006007,2024-11-09,824000,75010,Paris,Maison,55,1,48.875969,2.355693,14982.0
DVF0006008,2024-08-18,396000,75010,Paris,Appartement,40,1,48.870494,2.362135,9900.0
DVF0006009,2024-11-18,775000,75010,Paris,Appartement,74,2,48.873547,2.363579,10473.0
DVF0006010,2024-03-26,1588000,75010,Paris,Appartement,124,4,48.871806,2.360973,12806.0
DVF0006011,2024-04-19,575000,75010,Paris,Maison,43,1,48.8734,2.366285,13372.0
DVF0006012,2024-03-02,803000,75010,Paris,Appartement,76,2,48.874864,2.363553,10566.0
DVF0006013,2024-06-14,409000,75010,Paris,Appartement,33,1,48.879197,2.364108,12394.0
DVF0006014,2024-12-13,877000,75010,Paris,Appartement,64,2,48.87558,2.355111,13703.0
DVF0006015,2024-02-09,465000,75010,Paris,Appartement,48,1,48.878045,2.355784,9688.0
DVF0006016,2024-03-02,455000,75010,Paris,Appartement,40,1,48.881447,2.357522,11375.0
DVF0006017,2024-06-13,748000,75010,Paris,Appartement,69,2,48.87183,2.366128,10841.0
DVF0006018,2024-04-26,561000,75010,Paris,Appartement,57,2,48.879214,2.365869,9842.0
DVF0006019,2024-04-20,372000,75010,Paris,Appartement,33,1,48.880112,2.364312,11273.0
DVF0006020,2024-10-02,737000,75010,Paris,Appartement,62,2,48.87472,2.365516,11887.0
DVF0006021,2024-11-08,734000,75010,Paris,Appartement,62,2,48.881097,2.360513,11839.0
DVF0006022,2024-06-14,866000,75010,Paris,Maison,67,2,48.878973,2.367387,12925.0
DVF0006023,2024-08-23,590000,75010,Paris,Appartement,51,1,48.875552,2.362044,11569.0
DVF0006024,2024-09-08,1114000,75010,Paris,Appartement,82,2,48.874568,2.3622,13585.0
DVF0006025,2024-08-10,1060000,75010,Paris,Appartement,85,3,48.873345,2.366966,12471.0
DVF0006026,2024-07-02,1278000,75010,Paris,Maison,86,3,48.872985,2.358461,14860.0
DVF0006027,2024-08-21,589000,75010,Paris,Appartement,45,1,48.870347,2.356388,13089.0
DVF0006028,2024-10-18,613000,75010,Paris,Appartement,56,2,48.876159,2.355703,10946.0
DVF0006029,2024-08-24,856000,75010,Paris,Appartement,63,2,48.874532,2.365397,13587.0
DVF0006030,2024-12-01,514000,75010,Paris,Appartement,40,1,48.873248,2.361572,12850.0
DVF0006031,2024-09-01,598000,75010,Paris,Appartement,45,1,48.87575,2.359955,13289.0
DVF0006032,2024-02-20,259000,75010,Paris,Appartement,23,1,48.879506,2.361175,11261.0
DVF0006033,2024-04-20,1349000,75010,Paris,Maison,95,3,48.879088,2.364198,14200.0
DVF0006034,2024-08-26,604000,75010,Paris,Appartement,59,2,48.874006,2.358773,10237.0
DVF0006035,2024-06-15,283000,75010,Paris,Appartement,21,1,48.873973,2.359171,13476.0
DVF0006036,2024-02-01,529000,75010,Paris,Appartement,52,1,48.877826,2.364028,10173.0
DVF0006037,2024-01-28,483000,75010,Paris,Appartement,44,1,48.88027,2.36857,10977.0
DVF0006038,2024-05-04,969000,75010,Paris,Appartement,76,2,48.87021,2.360366,12750.0
DVF0006039,2024-02-14,701000,75010,Paris,Appartement,63,2,48.880143,2.365957,11127.0
DVF0006040,2024-08-13,834000,75010,Paris,Appartement,61,2,48.87447,2.365963,13672.0
DVF0006041,2024-08-23,768000,75010,Paris,Appartement,69,2,48.876678,2.361844,11130.0
DVF0006042,2024-07-28,1157000,75010,Paris,Appartement,87,3,48.877038,2.361022,13299.0
DVF0006043,2024-01-13,728000,75010,Paris,Appartement,65,2,48.876279,2.358457,11200.0
DVF0006044,2024-09-18,383000,75010,Paris,Maison,33,1,48.871489,2.363515,11606.0
DVF0006045,2024-07-24,1418000,75010,Paris,Appartement,118,4,48.870202,2.364559,12017.0
DVF0006046,2024-08-25,1033000,75010,Paris,Appartement,103,3,48.873443,2.362484,10029.0
DVF0006047,2024-04-10,714000,75010,Paris,Appartement,69,2,48.875917,2.358341,10348.0
DVF0006048,2024-10-08,1056000,75010,Paris,Appartement,105,3,48.879999,2.363275,10057.0
DVF0006049,2024-04-01,864000,75010,Paris,Appartement,65,2,48.876808,2.36433,13292.0
DVF0006050,2024-04-09,614000,75010,Paris,Appartement,62,2,48.881524,2.364682,9903.0
DVF0006051,2024-01-16,891000,75010,Paris,Appartement,74,2,48.871826,2.360315,12041.0
DVF0006052,2024-04-02,848000,75010,Paris,Appartement,84,3,48.874179,2.357636,10095.0
DVF0006053,2024-08-23,1282000,75010,Paris,Appartement,94,3,48.870484,2.364234,13638.0
DVF0006054,2024-07-16,448000,75010,Paris,Appartement,45,1,48.875065,2.368062,9956.0
DVF0006055,2024-12-21,791000,75010,Paris,Maison,59,2,48.872021,2.356501,13407.0
DVF0006056,2024-04-15,1099000,75010,Paris,Maison,88,3,48.870555,2.360603,12489.0
DVF0006057,2024-03-01,1148000,75010,Paris,Appartement,84,3,48.87965,2.35898,13667.0
DVF0006058,2024-10-23,1180000,75010,Paris,Appartement,100,3,48.872934,2.358874,11800.0
DVF0006059,2024-10-15,923000,75010,Paris,Appartement,83,2,48.874444,2.358604,11120.0
DVF0006060,2024-09-17,707000,75010,Paris,Appartement,61,2,48.874717,2.361787,11590.0
DVF0006061,2024-08-17,772000,75010,Paris,Maison,72,2,48.874687,2.362608,10722.0
DVF0006062,2024-06-19,361000,75010,Paris,Appartement,29,1,48.870058,2.364848,12448.0
DVF0006063,2024-05-09,418000,75010,Paris,Appartement,39,1,48.875198,2.357308,10718.0
DVF0006064,2024-12-05,470000,75010,Paris,Appartement,44,1,48.875365,2.360468,10682.0
DVF0006065,2024-03-18,651000,75010,Paris,Appartement,50,1,48.875303,2.367368,13020.0
DVF0006066,2024-02-09,867000,75010,Paris,Appartement,82,2,48.874182,2.354802,10573.0
DVF0006067,2024-01-08,1417000,75010,Paris,Appartement,105,3,48.87337,2.362025,13495.0
DVF0006068,2024-09-21,560000,75010,Paris,Appartement,42,1,48.877361,2.362189,13333.0
DVF0006069,2024-01-04,921000,75010,Paris,Appartement,80,2,48.871897,2.363857,11512.0
DVF0006070,2024-06-13,873000,75010,Paris,Appartement,85,3,48.881221,2.361026,10271.0
DVF0006071,2024-11-26,812000,75010,Paris,Appartement,75,2,48.874333,2.358128,10827.0
DVF0006072,2024-07-06,934000,75010,Paris,Appartement,95,3,48.874476,2.364936,9832.0
DVF0006073,2024-04-26,629000,75010,Paris,Appartement,56,2,48.872318,2.362564,11232.0
DVF0006074,2024-04-05,355000,75010,Paris,Appartement,37,1,48.878531,2.360441,9595.0
DVF0006075,2024-10-09,854000,75010,Paris,Appartement,79,2,48.874429,2.359828,10810.0
DVF0006076,2024-06-08,754000,75010,Paris,Appartement,78,2,48.87433,2.358466,9667.0
DVF0006077,2024-11-11,1325000,75010,Paris,Maison,87,3,48.873047,2.356547,15230.0
DVF0006078,2024-11-02,694000,75010,Paris,Appartement,52,1,48.879774,2.364509,13346.0
DVF0006079,2024-09-06,626000,75010,Paris,Appartement,59,2,48.875992,2.36754,10610.0
DVF0006080,2024-04-28,558000,75010,Paris,Appartement,58,2,48.874224,2.355062,9621.0
DVF0006081,2024-10-02,874000,75010,Paris,Appartement,72,2,48.87006,2.355815,12139.0
DVF0006082,2024-06-05,590000,75010,Paris,Appartement,46,1,48.879274,2.354904,12826.0
DVF0006083,2024-06-17,1259000,75010,Paris,Appartement,103,3,48.877874,2.364433,12223.0
DVF0006084,2024-02-21,996000,75010,Paris,Appartement,73,2,48.87933,2.361425,13644.0
DVF0006085,2024-04-26,1469000,75010,Paris,Appartement,123,4,48.872498,2.358046,11943.0
DVF0006086,2024-02-18,601000,75010,Paris,Appartement,59,2,48.872813,2.365851,10186.0
DVF0006087,2024-12-22,422000,75010,Paris,Appartement,32,1,48.880936,2.367079,13188.0
DVF0006088,2024-07-10,996000,75010,Paris,Appartement,102,3,48.870384,2.357693,9765.0
DVF0006089,2024-08-08,836000,75010,Paris,Appartement,62,2,48.87762,2.363638,13484.0
DVF0006090,2024-07-12,537000,75010,Paris,Appartement,44,1,48.878014,2.367265,12205.0
DVF0006091,2024-01-08,558000,75010,Paris,Appartement,43,1,48.87873,2.362283,12977.0
DVF0006092,2024-05-10,750000,75010,Paris,Appartement,73,2,48.877698,2.355766,10274.0
DVF0006093,2024-09-20,863000,75010,Paris,Appartement,84,3,48.870974,2.358901,10274.0
DVF0006094,2024-11-09,1207000,75010,Paris,Appartement,110,3,48.879507,2.3595,10973.0
DVF0006095,2024-11-28,451000,75010,Paris,Appartement,33,1,48.874674,2.365171,13667.0
DVF0006096,2024-04-26,1208000,75010,Paris,Appartement,122,4,48.881088,2.361795,9902.0
DVF0006097,2024-04-24,1379000,75010,Paris,Maison,94,3,48.878776,2.365545,14670.0
DVF0006098,2024-12-11,792000,75010,Paris,Appartement,68,2,48.869821,2.364483,11647.0
DVF0006099,2024-06-22,625000,75010,Paris,Appartement,64,2,48.880805,2.365464,9766.0
DVF0006100,2024-10-01,303000,75010,Paris,Appartement,31,1,48.877542,2.363726,9774.0
DVF0006101,2024-10-15,1496000,75010,Paris,Appartement,119,4,48.872222,2.360855,12571.0
DVF0006102,2024-09-09,452000,75010,Paris,Appartement,45,1,48.874143,2.357891,10044.0
DVF0006103,2024-03-18,863000,75010,Paris,Appartement,65,2,48.869797,2.359186,13277.0
DVF0006104,2024-12-25,624000,75010,Paris,Appartement,61,2,48.872128,2.36275,10230.0
DVF0006105,2024-04-01,1346000,75010,Paris,Maison,101,3,48.880166,2.359492,13327.0
DVF0006106,2024-05-21,844000,75010,Paris,Appartement,80,2,48.878374,2.363554,10550.0
DVF0006107,2024-03-01,1230000,75010,Paris,Maison,83,2,48.880323,2.364239,14819.0
DVF0006108,2024-12-13,957000,75010,Paris,Appartement,71,2,48.879427,2.367134,13479.0
DVF0006109,2024-12-15,709000,75010,Paris,Appartement,55,1,48.876156,2.357775,12891.0
DVF0006110,2024-05-07,906000,75010,Paris,Maison,67,2,48.87046,2.362797,13522.0
DVF0006111,2024-08-18,849000,75010,Paris,Appartement,77,2,48.874879,2.367596,11026.0
DVF0006112,2024-10-11,1115000,75010,Paris,Appartement,116,4,48.875388,2.364865,9612.0
DVF0006113,2024-01-22,785000,75010,Paris,Appartement,67,2,48.879847,2.362552,11716.0
DVF0006114,2024-11-17,853000,75010,Paris,Appartement,71,2,48.873109,2.365282,12014.0
DVF0006115,2024-05-11,492000,75010,Paris,Appartement,43,1,48.880029,2.356903,11442.0
DVF0006116,2024-04-06,725000,75010,Paris,Appartement,63,2,48.87497,2.36785,11508.0
DVF0006117,2024-06-02,657000,75010,Paris,Appartement,56,2,48.879136,2.36243,11732.0
DVF0006118,2024-11-05,263000,75010,Paris,Appartement,24,1,48.870148,2.360305,10958.0
DVF0006119,2024-04-19,1239000,75010,Paris,Maison,81,2,48.86985,2.360285,15296.0
DVF0006120,2024-04-20,782000,75010,Paris,Appartement,57,2,48.871613,2.356787,13719.0
DVF0006121,2024-01-22,1127000,75010,Paris,Appartement,88,3,48.875332,2.363596,12807.0
DVF0006122,2024-12-22,1007000,75010,Paris,Appartement,82,2,48.869605,2.355646,12280.0
DVF0006123,2024-03-20,997000,75010,Paris,Appartement,86,3,48.877774,2.363785,11593.0
DVF0006124,2024-03-14,1050000,75010,Paris,Appartement,99,3,48.870591,2.363641,10606.0
DVF0006125,2024-02-01,875000,75010,Paris,Maison,73,2,48.875465,2.362724,11986.0
DVF0006126,2024-12-23,598000,75010,Paris,Appartement,54,1,48.869899,2.358172,11074.0
DVF0006127,2024-01-03,1118000,75010,Paris,Maison,104,3,48.878438,2.355821,10750.0
DVF0006128,2024-10-02,514000,75010,Paris,Appartement,47,1,48.870313,2.368067,10936.0
DVF0006129,2024-12-23,1388000,75010,Paris,Appartement,105,3,48.872814,2.367992,13219.0
DVF0006130,2024-11-08,813000,75010,Paris,Appartement,80,2,48.870757,2.36157,10162.0
DVF0006131,2024-05-16,619000,75010,Paris,Appartement,49,1,48.870988,2.360031,12633.0
DVF0006132,2024-04-16,556000,75010,Paris,Appartement,41,1,48.880495,2.362097,13561.0
DVF0006133,2024-02-02,281000,75010,Paris,Maison,25,1,48.87032,2.356953,11240.0
DVF0006134,2024-09-24,875000,75010,Paris,Appartement,76,2,48.870158,2.356166,11513.0
DVF0006135,2024-05-15,1034000,75010,Paris,Appartement,81,2,48.877253,2.364192,12765.0
DVF0006136,2024-06-15,882000,75010,Paris,Appartement,77,2,48.876711,2.36711,11455.0
DVF0006137,2024-12-11,539000,75010,Paris,Appartement,47,1,48.877199,2.365205,11468.0
DVF0006138,2024-02-27,1136000,75010,Paris,Maison,84,3,48.881274,2.366157,13524.0
DVF0006139,2024-04-24,1071000,75010,Paris,Appartement,82,2,48.879495,2.361463,13061.0
DVF0006140,2024-04-25,1108000,75010,Paris,Appartement,102,3,48.870116,2.354762,10863.0
DVF0006141,2024-01-09,608000,75010,Paris,Appartement,46,1,48.876942,2.362324,13217.0
DVF0006142,2024-03-13,898000,75010,Paris,Appartement,94,3,48.881036,2.361261,9553.0
DVF0006143,2024-10-14,699000,75010,Paris,Appartement,54,1,48.879259,2.365759,12944.0
DVF0006144,2024-02-04,537000,75010,Paris,Appartement,53,1,48.875253,2.36616,10132.0
DVF0006145,2024-06-17,621000,75010,Paris,Appartement,60,2,48.871566,2.361346,10350.0
DVF0006146,2024-01-18,1558000,75010,Paris,Maison,112,4,48.8788,2.355441,13911.0
DVF0006147,2024-11-21,1038000,75010,Paris,Maison,68,2,48.869756,2.367146,15265.0
DVF0006148,2024-03-25,919000,75010,Paris,Appartement,93,3,48.874008,2.35499,9882.0
DVF0006149,2024-11-27,369000,75010,Paris,Appartement,27,1,48.878946,2.367616,13667.0
DVF0006150,2024-07-17,230000,75010,Paris,Appartement,23,1,48.870868,2.362605,10000.0
DVF0006151,2024-07-08,1554000,75010,Paris,Maison,101,3,48.880554,2.356502,15386.0
DVF0006152,2024-08-04,950000,75010,Paris,Appartement,73,2,48.870472,2.361028,13014.0
DVF0006153,2024-07-09,846000,75010,Paris,Appartement,72,2,48.87463,2.365034,11750.0
DVF0006154,2024-10-27,727000,75010,Paris,Appartement,69,2,48.87333,2.36239,10536.0
DVF0006155,2024-06-06,1091000,75010,Paris,Appartement,80,2,48.87341,2.36092,13638.0
DVF0006156,2024-08-23,1199000,75010,Paris,Appartement,98,3,48.875389,2.365248,12235.0
